"('word_freq_make',)","('word_freq_address',)","('word_freq_all',)","('word_freq_our',)","('word_freq_over',)","('word_freq_remove',)","('word_freq_internet',)","('word_freq_order',)","('word_freq_mail',)","('word_freq_receive',)","('word_freq_will',)","('word_freq_people',)","('word_freq_free',)","('word_freq_business',)","('word_freq_email',)","('word_freq_you',)","('word_freq_credit',)","('word_freq_your',)","('word_freq_000',)","('word_freq_money',)","('word_freq_hp',)","('word_freq_hpl',)","('word_freq_george',)","('word_freq_650',)","('word_freq_labs',)","('word_freq_data',)","('word_freq_85',)","('word_freq_technology',)","('word_freq_1999',)","('word_freq_direct',)","('word_freq_re',)","('word_freq_edu',)","('char_freq_;',)","('char_freq_(',)","('char_freq_[',)","('char_freq_!',)","('char_freq_$',)","('char_freq_#',)","('crla_scale',)","('crll_scale',)","('crlt_scale',)",label
0,0.045518207,0,0.065,0,0.180192572,0,0,0,0,0.067218201,0,0,0,0,0.174933333,0,0.058505851,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02548395,0.016072418,0,0,0.000626419,0.001001201,0.004419192,1
0,0,0,0,0,0,0,0,0.053355336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02910291,0,0,0,0,0,0,0,0,0,0,0.050348646,0.039941191,0,0,0,0.003006809,0.003203845,0.00864899,-1
0,0,0,0,0,0,0,0,0,0,0.047569804,0.082882883,0,0,0,0.0736,0,0.04140414,0,0,0.022083533,0,0,0,0,0,0,0,0.133526851,0,0.06442577,0.041723356,0.033979475,0.007588187,0.036510659,0,0,0,0.000689968,0.001101322,0.008270202,-1
0,0,0,0.047,0,0.19394773,0,0,0,0.180076628,0.04860393,0,0.0235,0,0.206820682,0.0752,0.025852585,0.126912691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004433771,0.047976012,0,0.002492056,0.005306368,0.011994949,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000113482,0.00010012,0.000505051,-1
0.114537445,0.029411765,0.068627451,0.014,0.005102041,0.004126547,0.0090009,0.106463878,0.0440044,0.107279693,0.072388831,0.100900901,0.012,0.06302521,0,0.170133333,0,0.128712871,0.069724771,0.0504,0,0,0,0,0,0,0,0,0,0,0.003267974,0,0,0.007895816,0,0.013947903,0.090454773,0.006001311,0.00481616,0.028534241,0.139267677,1
0,0.056722689,0.288235294,0.13,0,0.13480055,0.088208821,0.060836502,0.098459846,0,0.083764219,0,0.0245,0.091036415,0,0.052266667,0.00880088,0.117011701,0,0,0,0,0,0,0,0,0,0.020806242,0,0.033613445,0,0,0,0.025328138,0,0.005511423,0.112277195,0,0.001744893,0.011213456,0.040340909,1
0,0,0,0.175,0,0,0,0,0,0,0.543950362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02940452,0,0,0.000453926,0.000400481,0.00145202,-1
0,0,0.178431373,0,0.076530612,0,0,0,0,0,0.046535677,0,0,0,0.04950495,0.1216,0,0.122412241,0,0,0.021603457,0,0,0,0,0,0,0,0,0,0,0,0,0.042657916,0,0.014963976,0,0,0.002525647,0.003003604,0.005429293,-1
0.052863436,0,0.047058824,0.024,0,0,0,0,0,0,0,0,0,0.033613445,0.02640264,0.0128,0,0,0,0.0192,0.047047528,0.043817527,0,0.053905391,0.040816327,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.000754426,0.001201442,0.009532828,-1
0.011013216,0.004901961,0.019607843,0.076,0.008503401,0.020632737,0.00180018,0.104562738,0,0.038314176,0.04860393,0.003603604,0,0.00280112,0.01430143,0.111466667,0.00550055,0.141314131,0.009174312,0,0,0,0,0,0,0,0,0.00260078,0.014513788,0,0,0,0.009578107,0.01035685,0.003920608,0.007697518,0.007662835,0.00297544,0.001424421,0.006507809,0.142550505,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054421769,0,0.01671452,0,0,0,0,0.000138901,0.00020024,0.000883838,-1
0.103524229,0.065826331,0.184313725,0.047,0,0,0.04230423,0,0.103410341,0,0.243019648,0,0.0235,0,0,0.100266667,0,0.466246625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025840853,0,0.051727323,0.027986007,0.00423622,0.05104857,0.063576292,0.046906566,1
0,0,0.407843137,0,0,0,0,0,0,0,0.215098242,0,0,0,0,0.110933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000631313,-1
0,0,0.062745098,0.065,0.110544218,0.044016506,0.02880288,0,0,0,0.033092037,0.057657658,0.016,0.044817927,0,0.1216,0,0.292529253,0,0.0256,0,0,0,0,0,0,0,0,0,0,0.014939309,0,0,0.011484824,0,0,0.02815259,0,0.000448479,0.000901081,0.008712121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799807969,0,0,0,0,0,0,0,0,0,0.388888889,0,0,0,0,0,0,0,0.003025874,0.001902283,0.001578283,-1
0,0,0,0,0,0,0,0,0.220022002,0,0,0,0,0,0,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505051,-1
0,0,0,0,0,0,0.01170117,0,0.007150715,0,0.113753878,0.023423423,0,0.173669468,0,0,0,0,0,0,0.152184349,0,0,0,0,0.037953795,0,0.035110533,0.059506531,0,0,0,0.015963512,0.007178015,0,0,0,0,0.000965956,0.002202643,0.020265152,-1
0,0.012605042,0,0.018,0,0,0.03330333,0,0,0,0.097207859,0,0,0.264705882,0,0.0096,0,0,0,0,0.017762842,0.010804322,0,0,0.030612245,0,0,0.048114434,0,0,0.026143791,0,0,0.025020509,0,0,0,0,0.000601906,0.000901081,0.010542929,-1
0,0,0,0,0,0,0,0,0,0,0.061013444,0,0.0295,0,0,0.062933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018150123,0,0.013640002,0.014659337,0,0.000629142,0.001501802,0.005176768,1
0.143171806,0.034313725,0.062745098,0.032,0.027210884,0,0.04410441,0.123574144,0.026952695,0.061302682,0.134436401,0,0.057,0.182072829,0.01760176,0.192,0.026952695,0.162016202,0,0.0392,0,0,0,0,0,0,0,0,0,0,0,0.007256236,0,0.02307219,0,0.027772646,0.037481259,0.11261284,0.004387653,0.004605527,0.0375,1
0,0,0,0.088,0,0,0,0,0.145764576,0.337164751,0,0,0,0,0,0.093866667,0,0,0,0,0.084493519,0.052821128,0.052805281,0.096809681,0.149659864,0,0.044,0.11443433,0.127721335,0.18487395,0.123716153,0,0.032383124,0.087674323,0,0.008775171,0,0,0.000705402,0.001101322,0.004987374,-1
0.257709251,0,0,0,0,0,0,0,0,0,0.120992761,0,0,0.163865546,0,0.187733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054621849,0,0,0,0,0.028450028,0,0,0.000876986,0.000901081,0.003661616,1
0,0.039915966,0.111764706,0.114,0.096938776,0.313617607,0,0,0.031353135,0,0.058945191,0,0,0,0.062706271,0.1824,0,0.102610261,0,0,0,0,0,0,0,0,0,0,0,0,0.026610644,0,0,0.008305989,0,0.014994766,0,0.004084926,0.013814798,0.014617541,0.023484848,1
0,0,0.052941176,0.027,0.045918367,0.037138927,0.02430243,0,0,0.206896552,0.084798345,0,0.041,0.075630252,0.119911991,0.1312,0.135313531,0.245724572,0,0.0432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004409352,0,0.00400271,0,0.004337082,0.003268271,0.01381658,0.017361111,1
0,0,0,0,0.136054422,0,0,0,0,0,0.166494312,0,0,0,0,0.042666667,0,0.072007201,0,0,0.038406145,0,0,0,0,0,0,0,0,0,0,0,0,0.042760459,0,0.00427982,0,0,0.000373128,0.000400481,0.00145202,-1
0,0.087535014,0,0,0,0.171939477,0,0,0,0,0,0,0.0625,0.175070028,0.137513751,0.066666667,0,0.337533753,0,0,0,0,0,0,0,0.068756876,0,0,0,0,0,0,0.045381984,0,0,0.009175442,0,0,0.00270177,0.003103724,0.010732323,1
0,0,0,0,0,0,0,0,0,0,0,0.181981982,0,0,0,0.107733333,0,0,0,0,0,0,0,0,0,0,0,0,0.14658926,0,0.094304388,0.045804989,0,0,0.04606714,0.011577068,0,0,0.001189287,0.001401682,0.004166667,-1
0,0,0,0,0,0,0.280828083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048552754,0,0,0.01938064,0,0.005819324,0.031484258,0,0.002593736,0.002402883,0.005050505,1
0.13215859,0,0,0.121,0,0.082530949,0,0,0,0,0.06204757,0,0,0,0.066006601,0.194666667,0,0.108910891,0,0.048,0,0,0,0,0,0,0,0,0.175616836,0,0,0,0,0,0,0.003232958,0.052473763,0,0.00201271,0.002903484,0.004608586,1
0.273127753,0,0,0,0,0,0,0,0.03410341,0,0.128231644,0,0.031,0,0,0.0992,0,0.279027903,0,0,0,0,0,0,0,0,0,0,0,0,0.057889823,0,0,0.010254307,0,0.034023031,0.033483258,0,0.010807081,0.015418502,0.017045455,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31E-05,-1
0,0,0,0,0,0,0,0,0.04620462,0,0.086866598,0,0,0,0,0.135466667,0,0.152115212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076643991,0,0.013740771,0,0,0,0,0.000258738,0.000400481,0.001641414,-1
0,0,0,0.028,0.146258503,0,0,0,0,0,0.058945191,0.05045045,0,0.039215686,0,0.014933333,0,0.02520252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019156214,0.012920427,0,0,0,0,0.024039038,0.077192631,0.083207071,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600060006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252525,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1664,0,0,0,0,0,0,0.093609361,0,0,0,0,0,0,0,0,0,0,0.05147662,0,0,0,0,0,0,0.000441919,-1
0.039647577,0,0.017647059,0.036,0.015306122,0,0.03240324,0.017110266,0,0,0.065149948,0.016216216,0,0.012605042,0,0.067733333,0,0.304230423,0.066055046,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006050041,0.007106101,0.000892912,0.002332167,0,0.002897867,0.004705647,0.035669192,1
0.103524229,0,0.184313725,0.094,0,0.129298487,0,0,0,0,0.04860393,0,0,0.065826331,0,0.226133333,0,0.084608461,0.258715596,0,0,0,0,0,0,0,0.0235,0,0,0,0.02194211,0,0,0.007485644,0,0.038610752,0.036814926,0,0.004464821,0.009010813,0.013762626,1
0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0.3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034207771,0,0,0.000371312,0.000901081,0.001893939,1
0,0,0,0,0,0.063273728,0,0,0,0,0.047569804,0,0,0,0,0.024533333,0,0,0,0,0.022083533,0,0.02760276,0,0,0.126512651,0,0,0.133526851,0,0.021475257,0,0.037172178,0.01671452,0,0.005018782,0,0.004084926,0.001219246,0.001201442,0.009406566,-1
0.185022026,0,0.164705882,0,0,0,0,0,0,0,0,0,0,0,0,0.090133333,0,0,0,0,0,0,0,0,0,0,0,0,0.245283019,0,0.039215686,0,0,0.013945857,0,0,0,0,0.000561961,0.001101322,0.004229798,-1
0.072687225,0,0.131372549,0.022,0,0,0,0.08365019,0.006050605,0,0.034126163,0,0.028,0,0,0.095466667,0,0.100810081,0,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016099262,0,0.011484697,0.032650341,0.003933633,0.001430776,0.007408891,0.024494949,1
0,0.009103641,0.105882353,0.027,0.022108844,0,0,0,0.014851485,0,0.125129266,0,0.0065,0,0,0.1008,0,0.084608461,0,0,0.006240999,0.056422569,0,0,0,0,0,0,0.078374456,0,0,0,0.016647662,0.004922067,0,0.000738962,0,0,0.00376759,0.008109732,0.036679293,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08050171,0.036197703,0,0,0,0,0,0,0.001262626,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093333333,0,0,0,0,0.168026884,0.210084034,0,0,0,0,0.0875,0,0,0,0,0,0,0,0,0,0,0,0.000768044,0.001001201,0.002967172,-1
0,0,0,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907853,0.000400481,0.00094697,-1
0,0,0,0,0,0,0,0,0,0,0.086866598,0,0,0,0,0.2688,0,0.075607561,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0.014663659,0,0.00440298,0,0,0.000335906,0.00030036,0.002272727,-1
0.171806167,0,0,0.039,0,0,0,0,0.021452145,0,0,0,0,0,0,0.0416,0,0.03510351,0,0.0312,0,0,0.01170117,0,0,0,0,0,0,0,0,0,0.016647662,0.014971288,0,0,0,0,0.00032138,0.000700841,0.002588384,-1
0,0.019607843,0,0,0,0,0,0,0,0,0.058945191,0,0,0,0,0,0,0,0,0,0,0,0,0.03080308,0,0,0,0.11053316,0,0,0,0.02585034,0,0.010561936,0,0,0,0,0.001286428,0.003203845,0.010164141,1
0.037444934,0,0.015686275,0.042,0.013605442,0.011004127,0.03780378,0.015209125,0.00440044,0,0.06204757,0.030630631,0,0.023809524,0.00880088,0.064,0,0.285328533,0.062385321,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008613618,0.006861063,0.003017427,0.002332167,0,0.002768044,0.004705647,0.036237374,1
0,0.049019608,0,0.283,0,0,0,0,0.03850385,0,0.072388831,0,0.0705,0.197478992,0,0.378133333,0,0.510351035,0,0,0,0,0,0,0,0.03850385,0,0,0,0,0,0,0,0,0,0,0,0.00635433,0.002883341,0.004305166,0.008901515,1
0.079295154,0,0.21372549,0,0,0,0,0,0,0,0.074457084,0.326126126,0,0,0,0.0384,0,0.098109811,0,0.0576,0,0,0,0,0,0,0,0,0,0,0,0,0.014367161,0.012920427,0,0.001939775,0.020989505,0,0.001418066,0.003404085,0.00770202,-1
0,0,0.076470588,0.078,0,0,0.00540054,0.011406844,0.010451045,0.049808429,0.02688728,0.023423423,0,0,0,0.017066667,0,0.00540054,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0.003281378,0,0,0.005330668,0,0.000187018,0.001401682,0.015088384,1
0,0.020308123,0.056862745,0,0.100340136,0.039889959,0.093609361,0.197718631,0.122112211,0.053639847,0.107549121,0,0.0145,0.103641457,0,0.086933333,0.02420242,0.053105311,0.271559633,0,0,0,0,0,0,0,0,0,0.042089985,0.06092437,0,0,0,0.008613618,0,0.003232958,0.034982509,0.001059055,0.008912392,0.088706448,0.078472222,1
0,0,0.11372549,0,0,0,0,0,0,0,0,0,0,0,0.063806381,0,0,0,0,0.0464,0.084013442,0.069627851,0,0.063806381,0.098639456,0,0.029,0.075422627,0,0,0,0,0,0.006050041,0,0,0,0.008976751,0.001367227,0.001001201,0.011489899,-1
0.511013216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852885,0,0,0.001997276,0.001201442,0.002967172,1
0.158590308,0,0,0,0,0,0,0,0,0,0.149948294,0,0,0,0,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369496,0.000500601,0.002335859,-1
0,0,0,0,0,0,0,0,0.094609461,0,0,0,0,0,0,0,0,0,0,0,0.082573212,0.103241297,0,0.378437844,0,0,0,0,0,0,0,0,0,0.060295324,0,0.009052282,0,0,0.002463913,0.001001201,0.004861111,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1312,0,0.110711071,0,0,0,0,0.03690369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0.00010012,0.001010101,-1
0,0,0.098039216,0.05,0,0,0,0,0.02750275,0,0.104446743,0,0,0.070028011,0.111111111,0.108266667,0,0.273627363,0,0,0.072971675,0.030012005,0.03030303,0.111111111,0.171768707,0,0.0505,0,0,0,0,0,0,0.056501231,0,0.001693454,0,0,0.002973218,0.004405286,0.015593434,-1
0,0,0,0,0,0,0,0,0,0,0.163391934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261826183,0,0,0,0,0,0,0,0,0,0,0,0,0.000235134,0.00020024,0.002083333,-1
0.072687225,0,0.129411765,0.022,0,0,0,0.08365019,0.006050605,0,0.034126163,0,0.0275,0,0,0.093866667,0,0.099009901,0,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017739951,0,0.011299957,0.032150591,0.003883201,0.001415343,0.007408891,0.024494949,1
0,0,0,0,0,0,0,0,0,0,0.101344364,0,0,0,0,0,0,0,0,0,0.023523764,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004895622,0,0,0.000408534,0.000600721,0.004608586,-1
0.039647577,0,0.035294118,0.157,0.06122449,0.008253095,0.00540054,0.011406844,0.00330033,0.022988506,0.055842813,0.054054054,0,0.100840336,0.00660066,0.2352,0.01320132,0.097209721,0.15412844,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.002280502,0.00533224,0,0.000307901,0.02815259,0,0.000695415,0.001101322,0.028156566,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.120448179,0,0,0,0.077407741,0,0,0.041286606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857013,0.000700841,0.002146465,-1
0.154185022,0,0.137254902,0,0,0,0,0,0,0,0,0,0,0,0,0.150933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065826331,0.063945578,0,0,0,0.003232958,0,0,0.001218339,0.004605527,0.005555556,-1
0.072687225,0.011204482,0.064705882,0,0.027210884,0,0.01440144,0.030418251,0.00440044,0.061302682,0.058945191,0.043243243,0.008,0.033613445,0.02640264,0.185066667,0,0.185418542,0,0.0528,0,0,0,0,0,0,0,0,0,0,0.030812325,0,0,0,0,0.006558286,0.018823921,0,0.001951884,0.007509011,0.027777778,1
0,0,0.245098039,0.062,0,0,0,0,0,0,0.12926577,0,0.094,0,0,0.234666667,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033531583,0,0,0.018157588,0.005496999,0.000640036,0.000800961,0.003598485,-1
0.037444934,0.005602241,0.015686275,0.017,0.013605442,0,0,0.144486692,0,0,0.025853154,0,0.004,0,0.00880088,0.018133333,0,0.02250225,0,0,0.036485838,0.051020408,0.00240024,0,0,0.01870187,0,0,0.098693759,0,0,0,0.035803877,0.021021329,0.008821367,0,0.003998001,0,0.001709487,0.004605527,0.045075758,-1
0.026431718,0,0.023529412,0,0,0,0,0,0,0.045977011,0.039296794,0,0,0.016806723,0,0.094933333,0,0.04590459,0,0,0,0,0,0,0,0,0,0,0.017416546,0,0.005602241,0.028571429,0.004104903,0.007588187,0,0.001693454,0,0.000907761,0.001888334,0.006207449,0.026388889,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001166591,0.000600721,0.001957071,-1
0,0,0,0,0,0,0,0,0,0,0.095139607,0,0,0,0.101210121,0.197333333,0,0.082808281,0,0,0,0,0,0,0,0,0,0,0,0,0.042950514,0.083900227,0,0.030250205,0,0,0,0,0.001393554,0.001101322,0.004419192,-1
0,0,0.064705882,0.066,0,0,0.02970297,0,0.072607261,0,0,0,0,0.046218487,0,0.0704,0,0.02970297,0,0,0.095055209,0.039615846,0.01980198,0,0,0.018151815,0,0,0.143686502,0,0.015406162,0,0.038312429,0.040196883,0,0.006896976,0.055972014,0,0.002827962,0.004104926,0.02020202,-1
0,0,0.092156863,0.142,0,0,0,0,0,0,0.098241986,0,0,0.133053221,0,0.126933333,0,0.214221422,0.086238532,0,0,0,0,0,0,0,0,0,0,0,0.02194211,0,0,0.008408532,0,0.015271876,0.041312677,0,0.00380118,0.007909491,0.015656566,1
0.037444934,0.015406162,0.121568627,0.011,0.037414966,0.006877579,0.00990099,0,0.021452145,0.042145594,0.105480869,0.081081081,0,0,0.04290429,0.184533333,0,0.158415842,0.102752294,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0.002280502,0.020508614,0,0.013578422,0.070131601,0.002017247,0.00358148,0.011513817,0.091414141,1
0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907853,0.000500601,0.000568182,-1
0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018607443,0,0,0,0.069306931,0,0,0,0,0.014472456,0,0,0.01435603,0,0,0,0,0.000537449,0.000600721,0.008080808,-1
0,0,0.107843137,0,0,0,0,0,0,0,0,0.099099099,0,0,0.060506051,0.176533333,0,0,0,0,0.105616899,0.099039616,0.01650165,0,0,0.030253025,0,0,0,0,0,0,0,0.027686628,0.044106837,0,0,0,0.002356786,0.003303965,0.011742424,-1
0.127753304,0,0.066666667,0.011,0.018707483,0,0,0,0.012651265,0.088122605,0.096173733,0.167567568,0.029,0.032212885,0.01210121,0.223466667,0,0.135913591,0.106422018,0.0368,0,0,0,0,0,0,0,0,0,0,0.005135387,0,0,0.012817884,0,0.022569124,0.017324671,0.016894448,0.006529278,0.032539047,0.085795455,1
0,0,0,0,0.129251701,0,0,0,0,0,0.078593588,0,0,0,0,0.0816,0,0.068406841,0,0,0,0,0.02280228,0,0,0.04180418,0,0,0,0,0,0,0.030330673,0.013638228,0,0,0,0,0.000244212,0.00030036,0.002020202,-1
0,0.005602241,0.015686275,0,0.013605442,0,0.01440144,0,0,0,0.083764219,0.028828829,0,0.011204482,0,0,0,0,0.014678899,0,0.167546807,0.028811525,0,0,0.040816327,0,0,0.041612484,0.01161103,0,0,0,0.005017104,0.011382281,0,0,0.009162086,0,0.001039492,0.002002403,0.043686869,-1
0,0,0,0,0,0,0,0,0.024752475,0,0,0,0,0,0,0.024,0,0.121512151,0,0,0.06481037,0.081032413,0.04050405,0.148514851,0.076530612,0,0.0675,0.058517555,0.065312046,0.094537815,0.021008403,0,0,0.036710418,0.105366332,0,0,0.003580614,0.001122106,0.001101322,0.01010101,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.084033613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234070221,0,0,0,0.027210884,0,0.00902379,0,0,0,0,0.000551067,0.00030036,0.002777778,-1
0,0,0.207843137,0.106,0,0,0,0,0,0,0.109617373,0,0,0,0,0.226666667,0,0,0,0,0,0,0.03180318,0,0,0.058305831,0,0,0,0,0,0,0,0,0,0.005726954,0,0,0.000226963,0.00030036,0.001515152,-1
0,0,0.074509804,0.038,0,0,0,0,0,0,0.118924509,0,0,0,0,0,0,0.03420342,0,0,0.018242919,0.022809124,0,0,0,0,0,0.049414824,0,0,0,0,0,0.013228056,0,0,0,0,0.000726282,0.000400481,0.006755051,-1
0.068281938,0.014005602,0.141176471,0,0.105442177,0,0.055805581,0.117870722,0.051155116,0,0.064115822,0.055855856,0,0.028011204,0.171617162,0.099733333,0.022552255,0.074707471,0.113761468,0.0576,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.01687296,0.033150092,0.001664229,0.01205901,0.068482179,0.095517677,1
0.011013216,0,0.033333333,0.028,0,0,0,0.096958175,0,0,0.017580145,0,0,0,0.00550055,0.011733333,0,0.01530153,0,0,0.046087374,0.06122449,0.00150015,0,0,0.01540154,0,0.014304291,0.105950653,0,0,0,0.037628278,0.018662838,0.022298456,0,0.002665334,0,0.001613255,0.003704445,0.073232323,-1
0,0,0,0,0,0,0.141314131,0,0.086358636,0,0.162357808,0,0,0,0,0.083733333,0,0.141314131,0,0,0.150744119,0.141656663,0.02340234,0.085808581,0.132653061,0,0.039,0.101430429,0,0.163865546,0.036414566,0,0,0.038146021,0,0,0,0,0.002697231,0.003303965,0.008712121,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13106576,0,0.019278097,0,0.017365601,0,0,0,0,0.000820707,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496,0,0.04140414,0,0,0.201632261,0.168067227,0.0420042,0.050605061,0.078231293,0,0.023,0.059817945,0.066763425,0.096638655,0.021475257,0,0.034435576,0.023277276,0.018377849,0.002309255,0.012493753,0,0.001345438,0.001101322,0.008712121,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907853,0.00020024,0.000189394,-1
0.18722467,0,0,0,0,0,0,0,0,0,0.087900724,0,0.2135,0,0,0.181866667,0,0.384338434,0,0.4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014971288,0,0.027126055,0,0,0.003631412,0.001601922,0.009406566,1
0.160792952,0,0.070588235,0.159,0,0,0,0.045627376,0.074257426,0.279693487,0.26680455,0.10990991,0.0305,0.016806723,0,0.242666667,0,0.154815482,0.089908257,0.0784,0,0,0,0,0,0,0,0,0,0,0.005602241,0,0,0.004204266,0,0.003202168,0.038147593,0.001008624,0.002455742,0.005306368,0.030113636,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007697518,0,0,0.000258738,0.00020024,0.001073232,-1
0,0,0,0,0,0,0.073807381,0,0,0,0.084798345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059506531,0,0.01914099,0,0,0,0,0,0,0,0.000357694,0.001101322,0.003282828,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172735761,0,0,0,0.168831169,0,0,0,0.000806173,0.000400481,0.001010101,-1
0.04845815,0,0.01372549,0.007,0.011904762,0,0.01260126,0,0.01980198,0,0.052740434,0.079279279,0,0.040616246,0.00770077,0.003733333,0,0.00630063,0,0,0.095535286,0,0,0,0.049319728,0,0,0.018205462,0.010159652,0,0,0,0.009350057,0.003178835,0,0.000954492,0,0,0.000827962,0.002102523,0.035795455,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060006001,0,0,0.110011001,0,0,0,0,0,0,0,0.034967186,0,0,0,0.017197035,0.001966409,0.000600721,0.003535354,-1
0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.137513751,0.133333333,0,0.112511251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002883341,0.005406488,0.004419192,-1
0.037444934,0,0.015686275,0.042,0.013605442,0.011004127,0.03780378,0.015209125,0.00440044,0,0.06204757,0.030630631,0,0.023809524,0.00880088,0.064,0,0.285328533,0.062385321,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008716161,0.006861063,0.003048217,0.002332167,0,0.002787108,0.004705647,0.036174242,1
0,0,0,0,0,0,0.090009001,0,0,0,0.051706308,0,0,0,0,0,0,0,0,0,0.096015362,0.030012005,0,0.055005501,0.170068027,0,0.025,0.065019506,0,0,0,0,0,0.012305168,0,0,0,0,0.000923286,0.001201442,0.007323232,-1
